,1星,2星,3星,4星,5星,actor,comment,country,date,director,language,name,score,scriptwriter,time,type
96,4.7%,27.1%,47.8%,16.5%,3.9%,迈克尔·阿伯特,431,['\n        '],"['2019-01-26(圣丹斯电影节)', '2019-09-27(美国)']",丹尼尔·施纳特,['\n        '],迪克·朗之死 The Death of Dick Long,5.8,Billy Chew,100分钟(圣丹斯电影节),"['剧情', '喜剧', '犯罪']"
97,0.7%,4.8%,25.7%,53.1%,15.8%,洼田正孝,326,['\n        '],"['2019-05-15(戛纳电影节)', '2020-02-28(日本)']",三池崇史,['\n        '],初恋,7.6,中村雅,108分钟,"['剧情', '爱情', '犯罪']"
98,1.2%,0.9%,7.0%,34.0%,56.9%,宫野真守,422,['\n        '],['2019-09-27(日本)'],多田俊介,['\n        '],银河英雄传说 Die Neue These 星乱 第1章 銀河英雄伝説 Die Neue These 星乱 第1章,8.9,田中芳树,96分钟,['动画']
99,1.1%,1.7%,13.4%,45.3%,38.6%,周冬雨,610049,['\n        '],['2019-10-25(中国大陆)'],曾国祥,['\n        '],少年的你,8.4,林咏琛,135分钟,"['剧情', '爱情', '犯罪']"
100,1.4%,3.5%,44.4%,38.1%,12.6%,斯特凡诺·阿科尔西,391,['\n        '],['2019-04-18(意大利)'],Leonardo D'Agostini,['\n        '],冠军 Il campione,7.1,Leonardo D'Agostini,105分钟,"['剧情', '运动']"
101,1.4%,6.3%,47.8%,32.0%,12.6%,尼古拉斯·高布,765,['\n        '],['2019-05-08(法国)'],马克西姆·戈瓦尔,['\n        '],闪虾亮晶晶 Les Crevettes pailletées,7.0,马克西姆·戈瓦尔,100分钟,"['喜剧', '同性']"
102,11.4%,29.6%,40.7%,14.3%,3.9%,塔布,356,['\n        '],['2018-04-06(印度)'],Mukul Abhyankar,['\n        '],失踪谜案 Missing,5.4,Mukul Abhyankar,120分钟,"['悬疑', '惊悚']"
103,0.6%,2.1%,22.4%,48.7%,26.2%,加斯顿·雷,4986,['\n        '],"['2019-02-26(悉尼同性恋狂欢节电影节)', '2019-07-04(阿根廷)']",马可·伯格,['\n        '],金发男子 Un rubio,8.0,马可·伯格,108分钟,"['剧情', '爱情', '同性']"
104,2.5%,13.3%,54.5%,23.7%,6.0%,露皮塔·尼永奥,2384,['\n        '],"['2019-01-27(圣丹斯电影节)', '2019-10-05(伦敦电影节)', '2019-10-08(美国)', '2019-11-15(英国)']",亚伯·福赛斯,['\n        '],小怪物 Little Monsters,6.3,亚伯·福赛斯,94分钟(圣丹斯电影节),"['喜剧', '恐怖']"
105,3.5%,11.6%,48.5%,25.3%,11.1%,滨边美波,1660,['\n        '],['2019-05-03(日本)'],英勉,['\n        '],狂赌之渊 电影版 映画 賭ケグルイ,6.6,高野水登,119分钟,['剧情']
106,2.6%,16.1%,53.6%,22.2%,5.5%,凯利·蕾莉,3324,['\n        '],['2019-10-18(美国)'],夏兰·福伊,['\n        '],禁闭男童 Eli,6.2,大卫·希拉里奥,98分钟,['恐怖']
107,1.3%,10.4%,54.4%,25.6%,8.4%,马东锡,6082,['\n        '],['2019-09-11(韩国)'],孙容镐,['\n        '],坏家伙们 나쁜 녀석들,6.6, 韩正勋,114分钟,"['动作', '犯罪']"
108,0.2%,0.5%,5.9%,30.0%,63.3%,罗伯特·德尼罗,30020,['\n        '],"['2019-09-27(纽约电影节)', '2019-11-01(美国点映)', '2019-11-27(美国网络)']",马丁·斯科塞斯,['\n        '],爱尔兰人 The Irishman,9.1,查尔斯·布兰特,210分钟,"['剧情', '传记', '犯罪']"
109,9.1%,27.6%,53.8%,6.2%,3.3%,西奥·罗西,342,['\n        '],['2019-06-14(美国)'],汤姆·德努奇,['\n        '],保险库 Vault,5.3,汤姆·德努奇,99分钟,"['剧情', '犯罪']"
110,11.9%,36.3%,41.2%,7.5%,3.1%,亚历珊德拉·达达里奥,506,['\n        '],['2019-09-13(美国)'],Elise Duran,['\n        '],我的A级秘密 Can You Keep a Secret?,5.1,彼得·哈钦斯,94分钟,"['喜剧', '爱情']"
111,2.2%,8.8%,44.6%,30.9%,13.5%,胡杏儿,1226,['\n        '],['2019-01-03(中国香港)'],高志森,['\n        '],拾芳,6.9,芳心荟,86分钟,['传记']
112,3.4%,7.4%,34.6%,35.9%,18.8%,赤楚卫二,337,['\n        '],['2019-01-25(日本)'],山口恭平,['\n        '],Build NEW WORLD 假面骑士Cross-Z ビルド NEW WORLD 仮面ライダークローズ,7.2,武藤将吾,60分钟,['动画']
113,6.1%,19.7%,42.4%,22.7%,9.1%,王宏,598,[],['2019-09-19(中国大陆)'],史昂,['\n        '],毛驴上树,6.2,昃文江,92分钟,[]
114,1.0%,4.3%,41.1%,42.2%,11.4%,稻垣吾郎,932,['\n        '],"['2018-10-30(东京电影节)', '2019-02-15(日本)']",阪本顺治,['\n        '],半世界,7.2,阪本顺治,120分钟,['剧情']
115,0.6%,2.2%,28.2%,51.5%,17.5%,路易斯·海耶尔,867,['\n        '],['2018-12-25(德国)'],卡罗莉内·林克,['\n        '],这个男孩必须被释放 Der Junge muss an die frische Luft,7.7,哈佩·科可林,100分钟,"['剧情', '家庭', '传记']"
116,3.6%,23.9%,54.3%,12.3%,5.9%,罗莎里奥·道森,1565,['\n        '],['2019-10-05(美国)'],贾斯汀·科普兰,['\n        '],神奇女侠：血脉 Wonder Woman: Bloodlines,5.9,威廉·马斯顿,83分钟,"['动画', '奇幻']"
117,3.1%,20.7%,40.2%,30.5%,5.5%,卡洛斯·雷加达斯,318,['\n        '],['2018-09-05(威尼斯电影节)'],卡洛斯·雷加达斯,['\n        '],我们的时光 Nuestro tiempo,6.3,卡洛斯·雷加达斯,173分钟,['剧情']
118,1.0%,4.0%,32.0%,45.7%,17.3%,兰维尔·辛格,1234,['\n        '],['2019-02-14(印度)'],卓娅·阿赫塔尔,['\n        '],印度有嘻哈 गली बॉय,7.5,卓娅·阿赫塔尔,153分钟,"['剧情', '音乐']"
119,4.6%,11.6%,40.6%,31.1%,12.1%,椎名桔平,3832,['\n        '],['2019-10-11(日本)'],园子温,['\n        '],在无爱之森呐喊 愛なき森で叫べ,6.7,园子温,151分钟,"['惊悚', '犯罪']"
120,1.6%,8.5%,49.4%,33.2%,7.3%,萨姆·沃辛顿,5563,['\n        '],['2019-10-11(美国)'],布拉德·安德森,['\n        '],断裂 Fractured,6.7,阿兰·B·麦克埃尔罗伊,100分钟,['惊悚']
121,4.5%,25.9%,50.9%,13.9%,4.8%,莫妮卡·贝鲁奇,407,['\n        '],['2018-09-07(多伦多电影节)'],凯亚·罗奇-特纳,['\n        '],尼可曼斯 Nekromancer,5.8,凯亚·罗奇-特纳,99分钟,"['科幻', '恐怖']"
122,0.7%,6.0%,42.7%,40.0%,10.6%,威尔·史密斯,170403,['\n        '],"['2019-10-18(中国大陆)', '2019-09-25(匈牙利)', '2019-10-11(美国)']",李安,['\n        '],双子杀手 Gemini Man,7.1,戴维·贝尼奥夫,117分钟,"['剧情', '动作', '科幻']"
123,1.7%,15.3%,55.5%,21.5%,6.0%,朴正民,5765,['\n        '],['2019-09-11(韩国)'],权五光,['\n        '],老千3：独眼杰克 타짜: 원 아이드 잭,6.3,许英万,139分钟,"['剧情', '动作']"
124,1.5%,6.0%,43.6%,32.0%,16.9%,车胜元,1066,['\n        '],['2019-09-11(韩国)'],李桂碧,['\n        '],加油，李先生 힘을 내요 미스터 리,7.1,李桂碧 Gye-byeok Lee,111分钟,"['剧情', '喜剧']"
125,1.2%,11.7%,57.6%,25.0%,4.5%,古天乐,49926,['\n        '],"['2019-10-12(中国大陆)', '2019-10-24(中国香港)']",冯志强,['\n        '],犯罪现场 犯罪現場,6.4,冯志强,105分钟,"['悬疑', '惊悚', '犯罪']"
126,0.8%,3.0%,21.1%,41.2%,33.9%,亚伦·保尔,38261,['\n        '],['2019-10-11(美国)'],文斯·吉里根,['\n        '],续命之徒：绝命毒师电影 El Camino: A Breaking Bad Movie,8.1,文斯·吉里根,122分钟,"['剧情', '惊悚', '犯罪']"
127,4.7%,10.6%,30.2%,35.7%,18.8%,林原惠美,318,['\n        '],['2018-09-07(日本)'],本广克行,['\n        '],特别的她 Progressive 劇場版 フリクリ　プログレ,7.1,岩井秀人,135分钟,"['剧情', '科幻', '动画']"
128,2.8%,9.9%,40.9%,39.2%,7.1%,门胁麦,423,['\n        '],"['2018-10-05(釜山电影节)', '2018-10-13(日本)']",白石和弥,['\n        '],我们无法阻挡 止められるか、俺たちを,6.8,井上淳一,119分钟,['剧情']
129,4.7%,18.4%,49.2%,23.1%,4.7%,克里斯蒂安娜·保罗,2156,['\n        '],"['2019-10-12(中国大陆)', '2018-04-12(德国)']",克里斯蒂安·阿瓦特,['\n        '],急速逃脱 Steig. Nicht. Aus!,6.1,克里斯蒂安·阿瓦特,109分钟,"['惊悚', '犯罪']"
130,4.6%,26.5%,48.0%,14.6%,6.3%,梅根·福克斯,371,['\n        '],['2019-05-31(美国)'],克劳迪娅·迈克斯,['\n        '],幽灵女孩 Above the Shadows,5.8,克劳迪娅·迈克斯,111分钟,"['爱情', '奇幻']"
131,5.9%,23.5%,46.6%,18.8%,5.3%,黑川芽以,667,['\n        '],['2019-03-23(日本)'],大九明子,['\n        '],大龄美女想相亲 美人が婚活してみたら,5.9,大河原次郎,90分钟,['爱情']
132,3.8%,12.0%,56.0%,21.7%,6.5%,苏珊·沃尔夫,418,['\n        '],['2018-02-16(柏林电影节)'],沃尔夫冈·费希尔,['\n        '],怒海仁心 Styx,6.3,沃尔夫冈·费希尔,94分钟,['剧情']
133,1.0%,14.2%,56.4%,22.4%,6.0%,马丁·弗瑞曼,499,['\n        '],"['2019-04-04(Riverrun国际电影节)', '2019-08-09(美国)']",杰森·维纳,['\n        '],欢乐颂 Ode to Joy,6.4,马克斯·沃纳,97分钟,['喜剧']
134,2.0%,10.2%,54.4%,26.1%,7.3%,卢克·伊万斯,1079,['\n        '],"['2019-08-14(澳大利亚（墨尔本国际电影节）)', '2019-08-30(美国)']",金·法伦特,['\n        '],我的天使 Angel of Mine,6.5,卢克·戴维斯,97分钟,"['剧情', '惊悚']"
135,1.1%,4.0%,34.7%,41.9%,18.3%,关智一,1269,['\n        '],['2019-03-08(日本)'],盐谷直义,['\n        '],心理测量者SS3 PSYCHO-PASS サイコパス Sinners of the System Case.3「恩讐の彼方に＿＿」,7.4,深见真,67分钟,"['动作', '动画', '犯罪']"
136,0.5%,1.7%,20.7%,50.8%,26.2%,东地宏树,1442,['\n        '],['2019-02-15(日本)'],盐谷直义,['\n        '],心理测量者SS2：第一卫士 PSYCHO-PASS サイコパス Sinners of the System Case.2「First Guardian」,8.0,深见真,60分钟,"['动作', '动画', '犯罪']"
137,1.0%,2.3%,13.0%,31.4%,52.3%,石川界人,6340,['\n        '],"['2019-06-15(日本)', '2019-09-27(台湾)']",增井壮一,['\n        '],青春期猪头少年不做怀梦少女的梦 青春ブタ野郎はゆめみる少女の夢を見ない,8.6,鸭志田一,90分钟,"['剧情', '爱情', '动画']"
138,3.1%,30.8%,46.2%,9.2%,10.8%,孙一明,362,['\n        '],['2019-06-15(中国大陆)'],海涛,['\n        '],洗罪,5.9,吕姝欣,89分钟,['犯罪']
139,2.4%,14.1%,54.5%,24.1%,4.8%,蕾斯拉·德·奥利维拉,10468,['\n        '],"['2019-09-20(奥斯汀奇幻电影节)', '2019-10-04(美国)']",文森佐·纳塔利,['\n        '],高草丛中 In the Tall Grass,6.3,文森佐·纳塔利,101分钟,"['剧情', '惊悚', '恐怖']"
140,2.2%,9.6%,52.9%,25.7%,9.6%,Jaime Lorente,342,['\n        '],['2018-10-11(西班牙)'],丹尼·德拉托雷,['\n        '],法律的阴影 La sombra de la ley,6.6,帕西·阿米祖加,126分钟,['惊悚']
141,2.5%,14.8%,57.1%,20.6%,5.1%,戴夫·巴蒂斯塔,2943,['\n        '],['2019-07-12(美国)'],迈克尔·道斯,['\n        '],优步危机 Stuber,6.2,特里珀·克兰西,93分钟,"['喜剧', '动作']"
142,2.7%,6.8%,42.6%,37.2%,10.7%,Ratnabali Bhattacharjee,431,['\n        '],['2018-01-25(荷兰)'],阿蒂提雅·维克拉姆·森古普塔,['\n        '],萤火虫 জোনাকি,6.9,阿蒂提雅·维克拉姆·森古普塔,90分钟,['剧情']
143,0.5%,0.5%,15.6%,45.8%,37.6%,塔拉·斯特朗,945,['\n        '],['2019-09-24(美国)'],Jeff Mednikow,['\n        '],少年泰坦出击大战少年泰坦 Teen Titans Go! vs Teen Titans,8.4,杰瑞米·亚当斯,77分钟,['动画']
144,5.2%,22.1%,52.6%,14.8%,5.4%,尼古拉斯·凯奇,1205,['\n        '],['2019-09-20(美国)'],杰森·卡贝尔,['\n        '],与魔鬼同行 Running with the Devil,5.9,杰森·卡贝尔,100分钟,"['惊悚', '犯罪']"
145,3.3%,9.4%,52.4%,26.5%,8.4%,海莉·阿特维尔,653,['\n        '],"['2019-01-27(圣丹斯电影节)', '2019-08-09(英国)']",顾伦德·查达哈,[' '],光盲青春 Blinded by the Light,6.5,顾伦德·查达哈,114分钟(圣丹斯电影节),"['剧情', '喜剧', '歌舞', '传记']"
146,1.7%,9.0%,41.0%,36.3%,11.9%,张涵予,334612,['\n        '],['2019-09-30(中国大陆)'],刘伟强,['\n        '],中国机长,7.0,于勇敢,111分钟,"['剧情', '灾难']"
147,5.1%,18.1%,45.7%,23.7%,7.3%,吴京,186884,['\n        '],['2019-09-30(中国大陆)'],李仁港,['\n        '],攀登者,6.2,阿来,125分钟,"['剧情', '爱情', '冒险']"
148,1.0%,7.0%,43.6%,34.1%,14.3%,野岛健儿,1730,['\n        '],['2019-01-25(日本)'],盐谷直义,['\n        '],心理测量者SS1：罪与罚 PSYCHO-PASS サイコパス Sinners of the System Case.1「罪と罰」,7.1,吉上亮,59分钟,"['动作', '动画', '犯罪']"
149,2.8%,18.0%,56.7%,18.8%,3.7%,波伊德·霍布鲁克,3015,['\n        '],"['2019-09-21(奥斯汀奇幻电影节)', '2019-09-27(美国)']",吉姆·米可,[' '],月影杀痕 In the Shadow of the Moon,6.1,Gregory Weidman,115分钟,"['科幻', '悬疑', '惊悚', '犯罪']"
150,0.7%,4.0%,32.3%,43.6%,19.4%,汪可盈,13154,['\n        '],"['2019-10-01(中国大陆)', '2019-09-07(多伦多电影节)', '2019-09-27(美国)']",吉尔·卡尔顿,['\n        '],雪人奇缘 Abominable,7.5,吉尔·卡尔顿,97分钟,"['喜剧', '动画', '冒险']"
151,8.0%,36.5%,41.2%,10.0%,4.3%,Justin Salinger,382,['\n        '],['2019-04-19(英国)'],西蒙·鲁梅莱,['\n        '],伦敦往事 Once Upon a Time in London,5.3,Will Gilbey,111分钟,['犯罪']
152,2.1%,5.8%,31.0%,44.0%,17.0%,拉宾娜·米特威斯卡,477,['\n        '],['2019-02-10(柏林电影节)'],缇奥娜·斯特鲁加·米特威斯卡,['\n        '],"上帝存在，她叫佩特鲁尼娅 Gospod postoi, imeto i' e Petrunija",7.4,缇奥娜·斯特鲁加·米特威斯卡,100分钟,['剧情']
153,2.2%,10.9%,61.0%,18.9%,6.9%,李·佩斯,539,['\n        '],"['2018-09-08(威尼斯电影节)', '2019-08-16(美国)']",尼克·哈姆,['\n        '],失控 Driven,6.3,科林·贝特曼,108分钟,"['剧情', '传记']"
154,1.6%,10.3%,61.2%,24.1%,2.8%,乌戈·席尔瓦,510,['\n        '],['2018(西班牙)'],科尔多·塞拉,['\n        '],逆转劫局 70 Binladens,6.3,哈维尔·艾塔尼,100分钟,['惊悚']
155,2.6%,15.3%,56.6%,17.3%,8.1%,Kate Drummond,403,['\n        '],['2019-02-09(美国猛犸电影节)'],Thomas Michael,['\n        '],居无定所 Secrets in a Small Town,6.3,保罗·曼奇尼,93分钟,"['剧情', '惊悚']"
156,2.6%,7.1%,48.9%,29.7%,11.7%,杰瑞米·艾恩斯,317,['\n        '],['2018-08-31(美国)'],斯蒂夫·克拉克,['\n        '],演员的自我修养 An Actor Prepares,6.8,托马斯·墨菲特,97分钟,['喜剧']
157,0.4%,2.3%,20.8%,54.7%,21.9%,朴智厚,5005,['\n        '],['2018-10-06(釜山电影节)'],金宝拉,['\n        '],蜂鸟 벌새,7.9,金宝拉,139分钟,"['剧情', '爱情']"
158,11.8%,20.6%,46.1%,14.7%,6.9%,陈楚洹,438,['\n        '],['2019-09-08(中国大陆)'],海艇,['\n        '],说谎者游戏,5.7,海艇,75分钟,"['剧情', '喜剧', '悬疑']"
159,5.0%,22.7%,55.4%,13.1%,3.7%,罗姗妮·麦琪,2060,['\n        '],['2019-09-24(美国)'],迈克尔·巴塞特,['\n        '],局内人2 Inside Man: Most Wanted,5.8,Brian Brightly,105分钟,['动作']
160,0.3%,4.8%,34.5%,44.4%,16.0%,罗德里戈·桑托罗,453,['\n        '],['2018-01-19(圣丹斯电影节)'],罗德里戈·巴鲁索 ,['\n        '],翻译家 Un Traductor,7.4,Lindsay Gossling,108分钟,['剧情']
161,0.4%,2.5%,29.0%,51.4%,16.7%,Victoria Miroshnichenko,1979,['\n        '],['2019-05-16(戛纳电影节)'],康捷米尔·巴拉戈夫,['\n        '],高个儿 Дылда,7.6,康捷米尔·巴拉戈夫,134分钟,['剧情']
162,0.9%,3.3%,31.4%,45.7%,18.7%,科林·摩根,1753,['\n        '],"['2018-10-19(伦敦电影节)', '2019-03-15(英国)']",西蒙·阿姆斯特尔,['\n        '],本杰明 Benjamin,7.6,西蒙·阿姆斯特尔,85分钟,"['喜剧', '爱情', '同性']"
163,5.1%,23.7%,49.4%,17.8%,4.1%,郑明洋,2520,['\n        '],['2019-09-20(中国大陆)'],韦恩,['\n        '],金陵神捕,5.8,怪异君,102分钟,"['悬疑', '古装']"
164,1.9%,4.3%,39.0%,45.1%,9.8%,莎拉·格林,711,['\n        '],"['2018-10-12(爱尔兰)', '2019-07-19(美国)']",帕蒂·布莱斯纳奇,['\n        '],罗茜 Rosie,7.1,Roddy Doyle,86分钟,['剧情']
165,5.3%,10.8%,42.8%,29.3%,11.8%,唐国强,19467,['\n        '],['2019-09-20(中国大陆)'],黄建新,['\n        '],决胜时刻,6.6,何冀平,140分钟,"['剧情', '传记', '历史']"
166,2.7%,1.1%,12.7%,37.9%,45.7%,松山研一,729,['\n        '],['2019-05-24(日本)'],今石洋之,['\n        '],普罗米亚 プロメア,8.5,中岛一树,111分钟,"['剧情', '科幻', '动画']"
167,1.3%,5.0%,32.8%,45.4%,15.5%,夏帆,448,['\n        '],"['2019-03-18(中国香港国际电影节)', '2019-10-11(日本)']",箱田优子,['\n        '],在蓝色时分飞翔 ブルーアワーにぶっ飛ばす,7.4,箱田优子,92分钟,['剧情']
168,2.0%,10.4%,38.9%,36.6%,12.2%,布拉德·皮特,10790,['\n        '],"['2019-12-05(中国大陆)', '2019-08-29(威尼斯电影节)', '2019-09-20(美国)']",詹姆斯·格雷,['\n        '],星际探索 Ad Astra,6.9,詹姆斯·格雷,124分钟,"['科幻', '悬疑', '冒险']"
169,2.5%,16.4%,49.1%,22.9%,9.1%,永野芽郁,999,['\n        '],['2019-03-15(日本)'],月川翔,['\n        '],你在月夜里闪耀光辉 君は月夜に光り輝く,6.4,月川翔,101分钟,"['剧情', '爱情']"
170,2.2%,15.5%,53.5%,20.4%,8.4%,安吉拉·金赛,1907,['\n        '],['2019-09-13(美国)'],恩辛哈·斯图尔特,['\n        '],女孩我最高 Tall Girl,6.3,萨姆·沃尔夫森,101分钟,['喜剧']
171,1.9%,7.7%,49.4%,33.7%,7.4%,Danny Keogh,372,['\n        '],['2018-05-14(戛纳电影节)'],艾蒂安·卡洛斯,['\n        '],收割者 Die Stropers,6.7,艾蒂安·卡洛斯,106分钟,"['剧情', '同性']"
172,0.5%,2.2%,19.9%,43.8%,33.6%,马修·古迪,7344,['\n        '],"['2019-12-13(中国大陆)', '2019-09-13(英国)']",迈克尔·恩格勒,['\n        '],唐顿庄园 Downton Abbey,8.2,朱利安·费罗斯,122分钟,['剧情']
173,2.2%,9.7%,51.2%,28.5%,8.4%,克里斯蒂昂·克拉维埃,1466,['\n        '],['2019-01-30(法国)'],菲利普∙德∙肖伏隆,['\n        '],岳父岳母真难当2 Qu'est-ce qu'on a encore fait au Bon Dieu?,6.6,盖伊·洛朗,99分钟,['喜剧']
174,2.3%,13.5%,61.7%,19.3%,3.2%,小林薰,424,['\n        '],"['2018-10-05(釜山电影节)', '2019-01-18(日本)']",广濑奈奈子,['\n        '],黎明 夜明け,6.1,广濑奈奈子,113分钟,['剧情']
175,1.2%,5.7%,32.6%,38.7%,21.8%,西尔维斯特·史泰龙,9770,['\n        '],"['2019-09-18(印度尼西亚)', '2019-09-20(美国)', '2019-09-27(西班牙)']",阿德里安·格鲁伯格,['\n        '],第一滴血5：最后的血 Rambo: Last Blood,7.5,马修·西鲁尼克,89分钟,"['动作', '惊悚', '冒险']"
176,1.3%,11.4%,56.8%,24.8%,5.8%,吴恬敏,4714,['\n        '],"['2019-09-07(多伦多电影节)', '2019-09-13(美国)']",劳伦·斯卡法莉娅,['\n        '],舞女大盗 Hustlers,6.4,劳伦·斯卡法莉娅,110分钟,"['剧情', '喜剧', '犯罪']"
177,8.5%,35.9%,39.7%,12.6%,3.3%,池松壮亮,969,['\n        '],"['2018-09-07(威尼斯电影节)', '2018-11-24(日本)']",冢本晋也,['\n        '],斩、 斬、,5.3,冢本晋也,80分钟,"['剧情', '动作']"
178,0.8%,2.9%,17.3%,41.9%,37.2%,小林由美子,2774,['\n        '],['2019-04-19(日本)'],桥本昌和,['\n        '],蜡笔小新：新婚旅行飓风之遗失的野原广志 映画クレヨンしんちゃん 新婚旅行ハリケーン ～失われたひろし～,8.2,上野贵美子,100分钟,"['喜剧', '动画', '儿童']"
179,4.9%,12.4%,33.9%,30.0%,18.9%,梅兰妮·马丁内兹,1282,['\n        '],['2019-09-06(美国)'],梅兰妮·马丁内兹,[' '],爱哭鬼上学记 K-12,6.9,梅兰妮·马丁内兹,96分钟,"['恐怖', '音乐', '歌舞', '奇幻']"
180,12.3%,33.5%,38.5%,12.5%,3.2%,格温多兰·克里斯蒂,955,['\n        '],"['2018-09-13(多伦多电影节)', '2019-06-28(英国)']",彼得·斯崔克兰德,['\n        '],织物 In Fabric,5.2,彼得·斯崔克兰德,118分钟,"['喜剧', '恐怖']"
181,1.4%,12.2%,54.1%,26.7%,5.6%,岸部一德,642,['\n        '],"['2018-10-28(东京电影节)', '2018-11-16(日本)']",野尻克己,['\n        '],铃木家的谎言 鈴木家の嘘,6.5,野尻克己,133分钟,['喜剧']
182,3.1%,15.3%,57.2%,18.1%,6.3%,施拉达·卡普尔,390,['\n        '],['2018-08-31(印度/美国)'],Amar Kaushik,['\n        '],鬼娘子 Stree,6.2,拉杰·尼迪莫卢,128分钟,['恐怖']
183,1.0%,8.1%,40.7%,37.3%,12.8%,杰玛·阿特登,1678,['\n        '],"['2018-09-11(多伦多电影节)', '2019-07-05(英国/爱尔兰)']",钱亚·波顿,[' '],薇塔与弗吉尼亚 Vita and Virginia,7.1,艾琳·阿特金斯,110分钟,"['剧情', '爱情', '同性', '传记']"
184,0.3%,2.7%,25.0%,48.6%,23.3%,瑞恩·弗莱彻,389,['\n        '],['2019-01-24(鹿特丹电影节)'],布莱恩·威尔许,['\n        '],狂躁节拍 Beats,7.8,布莱恩·威尔许,101分钟,"['剧情', '音乐']"
185,0.5%,4.0%,35.7%,43.7%,16.1%,栗田贯一,449,['\n        '],['2019-01-25(日本)'],川越淳,[' '],鲁邦三世：再见搭档 ルパン三世 グッバイ・パートナー,7.4,秦建日子,96分钟,"['剧情', '动作', '动画', '冒险']"
186,2.3%,9.7%,54.2%,26.8%,7.1%,崔维斯·费米尔,396,['\n        '],['2019-03-15(美国)'],马克·斯蒂文·约翰逊,['\n        '],寻找斯蒂夫·麦昆 Finding Steve McQueen,6.5,Ken Hixon,90分钟,['惊悚']
187,13.4%,35.0%,38.9%,9.7%,2.9%,彭昱畅,74657,['\n        '],['2019-09-12(中国大陆)'],田羽生,['\n        '],小小的愿望,5.1,田羽生,107分钟,"['剧情', '喜剧']"
188,2.1%,2.1%,9.3%,30.0%,56.5%,艾米利亚·舒勒,574,['\n        '],['2019-07-04(德国)'],马丁·施莱尔,['\n        '],梦工厂 Traumfabrik,8.7,阿兰德·雷默斯,128分钟,"['喜剧', '爱情']"
189,0.8%,7.8%,48.2%,31.1%,12.0%,马克·杜普拉斯,434,['\n        '],['2019-02-01(圣丹斯电影节)'],亚历克斯·莱曼,['\n        '],患难兄弟情 Paddleton,6.9,亚历克斯·莱曼,89分钟(圣丹斯电影节),['剧情']
190,15.4%,32.7%,32.7%,11.5%,7.7%,王迅,531,['\n        '],['2019-01-11(中国大陆)'],杨真,['\n        '],灵魂的救赎,5.3,李西闽,90分钟,['剧情']
191,0.8%,1.0%,33.8%,48.6%,15.9%,朗贝尔·维尔森,482,['\n        '],['2017-12-27(法国)'],马尔克·杜甘,['\n        '],皇室风波 L'échange des princesses,7.6,马尔克·杜甘,100分钟,"['剧情', '历史']"
192,3.5%,20.9%,56.1%,14.8%,4.6%,高桥一生,1840,['\n        '],['2019-03-01(日本)'],山本透,['\n        '],直到遇见九月之恋 九月の恋と出会うまで,5.9,草野翔吾,105分钟,"['爱情', '奇幻']"
193,1.9%,9.9%,44.6%,32.8%,10.8%,基特·哈灵顿,1917,['\n        '],['2018-09-10(多伦多电影节)'],泽维尔·多兰,['\n        '],约翰·多诺万的死与生 The Death And Life of John F. Donovan,6.8,泽维尔·多兰,127分钟,['剧情']
